;1000.0;147;25.6;14.6;51;10.55;0;2;298.8;329.8;300.6
;992.0;217;23.2;13.2;53;9.70;7;2;297.0;325.4;298.8
;925.0;818;17.4;12.5;73;9.94;70;4;297.1;326.2;298.9
;913.0;930;16.4;12.4;77;10.00;61;4;297.2;326.4;299.0
;850.0;1535;12.4;7.6;73;7.76;10;2;299.1;322.2;300.5
;848.0;1555;12.2;7.6;73;7.78;12;2;299.1;322.2;300.5
;834.0;1694;12.0;1.0;47;4.96;23;2;300.3;315.4;301.2
;770.0;2357;6.4;3.5;82;6.43;76;4;301.2;320.6;302.4
;742.0;2660;5.0;-6.0;45;3.31;101;5;302.9;313.3;303.5
;733.0;2760;4.0;-3.0;60;4.20;109;5;302.9;315.9;303.6
;721.0;2894;3.2;-11.8;32;2.16;120;5;303.4;310.4;303.8
;710.0;3018;2.2;-5.8;55;3.51;131;6;303.7;314.7;304.3
;707.0;3053;2.0;-10.0;41;2.54;133;6;303.8;311.9;304.3
;704.0;3087;2.2;-16.8;23;1.47;136;6;304.4;309.2;304.7
;700.0;3133;1.8;-3.2;69;4.34;140;6;304.4;318.0;305.2
;675.0;3425;-0.7;-1.1;97;5.26;150;7;304.8;321.1;305.8
;642.0;3824;-2.9;-6.2;78;3.77;164;9;306.7;318.7;307.4
;618.0;4122;-5.3;-7.3;86;3.59;175;10;307.4;318.8;308.0
;585.0;4552;-8.7;-8.9;98;3.35;185;9;308.2;319.0;308.9
;578.0;4646;-7.1;-14.1;57;2.23;188;8;311.2;318.6;311.6
;545.0;5101;-10.3;-13.2;79;2.55;199;7;312.6;321.1;313.1
;527.0;5359;-11.3;-20.3;47;1.45;205;7;314.4;319.4;314.7
;500.0;5760;-14.5;-18.8;70;1.74;215;6;315.3;321.2;315.6
;460.0;6385;-18.5;-28.9;40;0.77;235;10;317.9;320.7;318.1
;456.0;6451;-18.9;-29.9;37;0.71;229;11;318.2;320.8;318.3
;440.0;6715;-20.9;-28.8;49;0.81;205;16;318.9;321.8;319.1
;431.0;6867;-22.1;-28.1;58;0.88;214;15;319.3;322.5;319.5
;415.0;7143;-24.4;-31.6;51;0.66;230;14;319.8;322.2;319.9
;404.0;7338;-26.1;-34.1;47;0.53;230;12;320.1;322.1;320.2
;400.0;7410;-26.5;-35.5;42;0.47;230;12;320.5;322.2;320.6
;394.0;7519;-27.0;-40.7;26;0.28;220;12;321.2;322.3;321.2
;386.0;7668;-27.7;-47.7;13;0.13;231;13;322.2;322.7;322.2
;382.0;7743;-28.5;-40.5;31;0.29;236;14;322.1;323.2;322.1
