;30.0;24260;-49.9;-83.9;1;0.01;295;14;608.0;608.1;608.0
;29.4;24393;-49.5;-83.5;1;0.01;325;11;612.6;612.7;612.6
;29.0;24482;-49.6;-83.6;1;0.01;345;10;614.7;614.8;614.7
;28.0;24713;-49.9;-83.9;1;0.01;140;10;620.2;620.3;620.2
;27.9;24736;-49.9;-83.9;1;0.01;140;10;620.7;620.9;620.7
;24.0;25729;-47.9;-82.6;1;0.02;125;2;653.8;653.9;653.8
;23.0;26010;-47.4;-82.2;1;0.02;150;10;663.4;663.6;663.4
;22.2;26244;-46.9;-81.9;1;0.02;160;12;671.5;671.8;671.5
;21.0;26614;-45.7;-80.7;1;0.03;175;16;685.8;686.1;685.8
;20.0;26940;-44.7;-79.7;1;0.04;235;16;698.6;698.9;698.6
;19.0;27285;-43.4;-78.8;1;0.04;205;10;713.0;713.5;713.1
;17.7;27762;-41.5;-77.5;1;0.06;195;6;733.5;734.1;733.5
;17.0;28035;-41.4;-77.7;1;0.06;190;4;742.3;743.0;742.4
;16.0;28446;-41.3;-77.9;1;0.06;185;17;755.8;756.4;755.8
;15.0;28884;-41.1;-78.1;1;0.06;240;16;770.4;771.1;770.4
;13.0;29851;-42.9;-78.9;1;0.06;166;13;796.3;797.0;796.3
;11.0;30988;-38.4;-76.2;1;0.11;80;10;851.6;852.9;851.6
;10.8;31112;-37.9;-75.9;1;0.12;93;9;857.8;859.3;857.9
;10.0;31640;-39.5;-76.5;1;0.12;145;8;871.0;872.4;871.0
;9.9;31709;-39.7;-76.7;1;0.11;138;8;872.7;874.2;872.8
;9.2;32211;-38.3;-75.3;1;0.15;90;9;896.5;898.5;896.6
